species,bio1,bio12,bio5,bio6,elev,pollination
Palicourea_acanthacea,2.371067862,3.317854489,2.45484486,2.278753601,422,Insect
Palicourea_acanthacea,2.40654018,3.455453969,2.480006943,2.326335861,99,Insect
Palicourea_acanthacea,2.371067862,3.317854489,2.45484486,2.278753601,422,Insect
Palicourea_acanthacea,2.230448921,3.22297645,2.376576957,2.008600172,1984,Insect
Palicourea_acanthacea,2.281033367,3.308350949,2.392696953,2.127104798,1465,Insect
Palicourea_acanthacea,2.369215857,3.403977964,2.456366033,2.269512944,504,Insect
Palicourea_acanthacea,2.371067862,3.317854489,2.45484486,2.278753601,422,Insect
Palicourea_acanthacea,2.371067862,3.317854489,2.45484486,2.278753601,422,Insect
Palicourea_acanthacea,2.389166084,3.652729696,2.462397998,2.309630167,311,Insect
Palicourea_acanthacea,2.397940009,3.534406899,2.475671188,2.305351369,425,Insect
Palicourea_acanthacea,2.397940009,3.534406899,2.475671188,2.305351369,425,Insect
Palicourea_acanthacea,2.397940009,3.534406899,2.475671188,2.305351369,425,Insect
Palicourea_acanthacea,2.397940009,3.534406899,2.475671188,2.305351369,425,Insect
Palicourea_acanthacea,2.348304863,3.791339704,2.431363764,2.250420002,804,Insect
Palicourea_acanthacea,2.397940009,3.575303333,2.471291711,2.320146286,183,Insect
Palicourea_acanthacea,2.40654018,3.488127496,2.474216264,2.334453751,59,Insect
Palicourea_acanthacea,2.40654018,3.488127496,2.474216264,2.334453751,59,Insect
Palicourea_acanthacea,2.012837225,2.859738566,2.214843848,1.612783857,3261,Insect
Palicourea_acanthacea,2.409933123,3.431363764,2.484299839,2.326335861,72,Insect
Palicourea_acanthacea,2.414973348,3.868703202,2.478566496,2.344392274,34,Insect
Palicourea_acanthacea,2.414973348,3.868703202,2.478566496,2.344392274,34,Insect
Palicourea_acanthacea,2.399673721,3.432809005,2.482873584,2.305351369,178,Insect
Palicourea_acanthacea,2.385606274,3.530455844,2.463892989,2.29666519,338,Insect
Palicourea_acanthacea,2.383815366,3.475525915,2.465382851,2.292256071,346,Insect
Palicourea_acanthacea,2.409933123,3.876910311,2.475671188,2.344392274,46,Insect
Palicourea_acanthacea,2.346352974,3.197556213,2.456366033,2.212187604,1186,Insect
Palicourea_acanthacea,2.403120521,3.542825427,2.472756449,2.330413773,114,Insect
Palicourea_acanthacea,2.408239965,3.451786436,2.478566496,2.33243846,57,Insect
Palicourea_acanthacea,2.389166084,3.652729696,2.462397998,2.309630167,311,Insect
Palicourea_acanthacea,2.413299764,3.871572936,2.477121255,2.342422681,50,Insect
Palicourea_acanthacea,2.409933123,3.760799312,2.481442629,2.33243846,100,Insect
Palicourea_acanthacea,2.418301291,3.845035994,2.489958479,2.344392274,49,Insect
Palicourea_acanthacea,2.416640507,3.83225337,2.482873584,2.342422681,47,Insect
Palicourea_acanthacea,2.416640507,3.83225337,2.482873584,2.342422681,47,Insect
Palicourea_acanthacea,2.409933123,3.760799312,2.481442629,2.33243846,100,Insect
Palicourea_acanthacea,2.409933123,3.760799312,2.481442629,2.33243846,100,Insect
Palicourea_acanthacea,2.404833717,3.738622028,2.477121255,2.324282455,165,Insect
Palicourea_acanthacea,2.416640507,3.83225337,2.482873584,2.342422681,47,Insect
Palicourea_acanthacea,2.416640507,3.796088429,2.484299839,2.338456494,57,Insect
Palicourea_acanthacea,2.416640507,3.83225337,2.482873584,2.342422681,47,Insect
Palicourea_acanthacea,2.396199347,3.457579147,2.474216264,2.307496038,229,Insect
Palicourea_acanthacea,2.404833717,3.525044807,2.475671188,2.328379603,111,Insect
Palicourea_acanthacea,2.40654018,3.488127496,2.474216264,2.334453751,59,Insect
Palicourea_acanthacea,2.40654018,3.486288761,2.477121255,2.330413773,82,Insect
Palicourea_acanthacea,2.416640507,3.83225337,2.482873584,2.342422681,47,Insect
Palicourea_acanthacea,2.190331698,3.33725954,2.330413773,1.973127854,2042,Insect
Palicourea_acanthacea,2.372912003,3.430236353,2.462397998,2.271841607,437,Insect
Palicourea_acanthacea,2.404833717,3.525044807,2.475671188,2.328379603,111,Insect
Palicourea_acanthacea,2.404833717,3.525044807,2.475671188,2.328379603,111,Insect
Palicourea_acanthacea,2.408239965,3.733036683,2.482873584,2.328379603,127,Insect
Palicourea_acanthacea,2.328379603,3.059184618,2.436162647,2.190331698,1358,Insect
Palicourea_acanthacea,2.426511261,3.376029182,2.530199698,2.334453751,218,Insect
Palicourea_acanthacea,2.264817823,3.343408594,2.403120521,2.08278537,1687,Insect
Palicourea_acuminata,2.423245874,3.309417226,2.506505032,2.340444115,98,Insect
Palicourea_acuminata,2.421603927,3.812512284,2.487138375,2.348304863,36,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.387389826,3.371621927,2.471291711,2.29666519,390,Insect
Palicourea_acuminata,2.421603927,3.228913406,2.521138084,2.281033367,184,Insect
Palicourea_acuminata,2.394451681,3.559308011,2.5132176,2.257678575,339,Insect
Palicourea_acuminata,2.340444115,3.494432899,2.428134794,2.235528447,833,Insect
Palicourea_acuminata,2.426511261,3.376029182,2.530199698,2.334453751,218,Insect
Palicourea_acuminata,2.404833717,3.548266545,2.492760389,2.298853076,102,Insect
Palicourea_acuminata,2.359835482,3.528145078,2.462397998,2.243038049,640,Insect
Palicourea_acuminata,2.334453751,3.48315921,2.423245874,2.225309282,913,Insect
Palicourea_acuminata,2.350248018,3.545430829,2.445604203,2.240549248,653,Insect
Palicourea_acuminata,2.414973348,3.639984248,2.492760389,2.322219295,18,Insect
Palicourea_acuminata,2.390935107,3.378761175,2.519827994,2.214843848,402,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.419955748,3.523876476,2.499687083,2.315970345,127,Insect
Palicourea_acuminata,2.28780173,3.447158031,2.404833717,2.127104798,1350,Insect
Palicourea_acuminata,2.390935107,3.457124626,2.480006943,2.285557309,721,Insect
Palicourea_acuminata,2.419955748,3.447468131,2.50242712,2.311753861,106,Insect
Palicourea_acuminata,2.322219295,3.443888547,2.421603927,2.206825876,1070,Insect
Palicourea_acuminata,2.421603927,3.435525851,2.505149978,2.320146286,105,Insect
Palicourea_acuminata,2.350248018,3.294025094,2.475671188,2.173186268,701,Insect
Palicourea_acuminata,2.372912003,3.187802639,2.496929648,2.204119983,469,Insect
Palicourea_acuminata,2.276461804,3.631950826,2.399673721,2.10720997,1743,Insect
Palicourea_acuminata,2.390935107,3.457124626,2.480006943,2.285557309,721,Insect
Palicourea_acuminata,2.439332694,3.3872118,2.534026106,2.320146286,106,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.235528447,3.466719372,2.356025857,2.068185862,2004,Insect
Palicourea_acuminata,2.423245874,3.309417226,2.506505032,2.340444115,98,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.421603927,3.370142847,2.501059262,2.340444115,89,Insect
Palicourea_acuminata,2.346352974,3.445604203,2.45331834,2.204119983,855,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.419955748,3.447468131,2.50242712,2.311753861,106,Insect
Palicourea_acuminata,2.271841607,3.537944959,2.383815366,2.123851641,1749,Insect
Palicourea_acuminata,2.240549248,3.058805487,2.404833717,1.880813592,2083,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.382017043,3.483872454,2.474216264,2.274157849,819,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.376576957,3.404833717,2.478566496,2.240549248,597,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.421603927,3.383815366,2.499687083,2.338456494,74,Insect
Palicourea_acuminata,2.367355921,3.515078675,2.456366033,2.267171728,620,Insect
Palicourea_acuminata,2.260071388,3.425371166,2.374748346,2.10720997,1758,Insect
Palicourea_acuminata,2.344392274,3.194791758,2.482873584,2.10720997,1018,Insect
Palicourea_acuminata,2.423245874,3.390051496,2.501059262,2.346352974,54,Insect
Palicourea_acuminata,2.28780173,3.447158031,2.404833717,2.127104798,1350,Insect
Palicourea_acuminata,2.421603927,3.444044796,2.507855872,2.318063335,104,Insect
Palicourea_acuminata,2.382017043,3.483872454,2.474216264,2.274157849,819,Insect
Palicourea_acuminata,2.421603927,3.452859336,2.506505032,2.315970345,111,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.416640507,3.454692449,2.496929648,2.31386722,183,Insect
Palicourea_acuminata,2.413299764,3.509471352,2.526339277,2.294466226,128,Insect
Palicourea_acuminata,2.421603927,3.370142847,2.501059262,2.340444115,89,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.432969291,3.055760465,2.517195898,2.326335861,197,Insect
Palicourea_acuminata,2.421603927,3.444044796,2.507855872,2.318063335,104,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.419955748,3.454539985,2.50242712,2.311753861,90,Insect
Palicourea_acuminata,2.439332694,3.584896344,2.527629901,2.342422681,136,Insect
Palicourea_acuminata,2.303196057,3.400537989,2.416640507,2.136720567,1193,Insect
Palicourea_acuminata,2.376576957,3.602494069,2.471291711,2.250420002,779,Insect
Palicourea_acuminata,2.283301229,3.430719888,2.397940009,2.120573931,1395,Insect
Palicourea_acuminata,2.382017043,3.483872454,2.474216264,2.274157849,819,Insect
Palicourea_acuminata,2.392696953,3.40363519,2.492760389,2.247973266,359,Insect
Palicourea_acuminata,2.423245874,3.425860145,2.507855872,2.320146286,99,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.283301229,3.430719888,2.397940009,2.120573931,1395,Insect
Palicourea_acuminata,2.399673721,3.513617074,2.514547753,2.281033367,192,Insect
Palicourea_acuminata,2.217483944,3.075546961,2.390935107,1.812913357,2317,Insect
Palicourea_acuminata,2.421603927,3.447932866,2.505149978,2.311753861,91,Insect
Palicourea_acuminata,2.424881637,3.444044796,2.494154594,2.354108439,37,Insect
Palicourea_acuminata,2.340444115,3.572174314,2.440909082,2.225309282,1209,Insect
Palicourea_acuminata,2.413299764,3.417471693,2.492760389,2.330413773,163,Insect
Palicourea_acuminata,2.413299764,3.417803723,2.506505032,2.309630167,94,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.397940009,3.284881715,2.5132176,2.255272505,317,Insect
Palicourea_acuminata,2.414973348,3.432167269,2.507855872,2.28780173,215,Insect
Palicourea_acuminata,2.346352974,3.418135498,2.469822016,2.161368002,896,Insect
Palicourea_acuminata,2.418301291,3.455453969,2.501059262,2.309630167,102,Insect
Palicourea_acuminata,2.340444115,3.31302311,2.46834733,2.164352856,752,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.394451681,3.445136969,2.478566496,2.301029996,345,Insect
Palicourea_acuminata,2.378397901,3.486713776,2.469822016,2.269512944,864,Insect
Palicourea_acuminata,2.414973348,3.638389408,2.503790683,2.318063335,52,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.361727836,3.161966616,2.462397998,2.220108088,849,Insect
Palicourea_acuminata,2.28780173,3.447158031,2.404833717,2.127104798,1350,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.403120521,3.312811826,2.51054501,2.271841607,261,Insect
Palicourea_acuminata,2.413299764,3.364363355,2.495544338,2.320146286,153,Insect
Palicourea_acuminata,2.230448921,3.228143608,2.334453751,2.089905111,1904,Insect
Palicourea_acuminata,2.424881637,3.444044796,2.494154594,2.354108439,37,Insect
Palicourea_acuminata,2.294466226,3.416474079,2.40654018,2.123851641,1249,Insect
Palicourea_acuminata,2.421603927,3.446537167,2.507855872,2.318063335,107,Insect
Palicourea_acuminata,2.387389826,3.371621927,2.471291711,2.29666519,390,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.403120521,3.558588583,2.53529412,2.230448921,99,Insect
Palicourea_acuminata,2.369215857,3.432969291,2.495544338,2.214843848,626,Insect
Palicourea_acuminata,2.230448921,3.228143608,2.334453751,2.089905111,1904,Insect
Palicourea_acuminata,2.419955748,3.439806211,2.506505032,2.315970345,132,Insect
Palicourea_acuminata,2.344392274,3.194791758,2.482873584,2.10720997,1018,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.260071388,3.425371166,2.374748346,2.10720997,1758,Insect
Palicourea_acuminata,2.390935107,3.457124626,2.480006943,2.285557309,721,Insect
Palicourea_acuminata,2.397940009,3.305351369,2.509202522,2.26245109,308,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.408239965,3.537315273,2.521138084,2.276461804,183,Insect
Palicourea_acuminata,2.394451681,3.091666958,2.496929648,2.274157849,595,Insect
Palicourea_acuminata,2.423245874,3.39707055,2.496929648,2.350248018,56,Insect
Palicourea_acuminata,2.397940009,3.494432899,2.503790683,2.290034611,463,Insect
Palicourea_acuminata,2.419955748,3.247973266,2.492760389,2.344392274,48,Insect
Palicourea_acuminata,2.385606274,3.469674773,2.471291711,2.292256071,452,Insect
Palicourea_acuminata,2.428134794,3.301464073,2.503790683,2.346352974,30,Insect
Palicourea_acuminata,2.361727836,3.161966616,2.462397998,2.220108088,849,Insect
Palicourea_acuminata,2.421603927,3.452859336,2.506505032,2.315970345,111,Insect
Palicourea_acuminata,2.250420002,3.533899101,2.356025857,2.10720997,1992,Insect
Palicourea_acuminata,2.424881637,3.523486332,2.485721426,2.357934847,43,Insect
Palicourea_acuminata,2.365487985,3.484726804,2.465382851,2.250420002,965,Insect
Palicourea_acuminata,2.421603927,3.446537167,2.507855872,2.318063335,107,Insect
Palicourea_acuminata,2.423245874,3.504470862,2.485721426,2.356025857,58,Insect
Palicourea_acuminata,2.423245874,3.454234896,2.507855872,2.318063335,96,Insect
Palicourea_acuminata,2.33243846,3.531478917,2.460897843,2.170261715,965,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.439332694,3.584896344,2.527629901,2.342422681,136,Insect
Palicourea_acuminata,2.421603927,3.452859336,2.506505032,2.315970345,111,Insect
Palicourea_acuminata,2.361727836,3.465680212,2.45484486,2.260071388,697,Insect
Palicourea_acuminata,2.340444115,3.572174314,2.440909082,2.225309282,1209,Insect
Palicourea_acuminata,2.359835482,3.395675785,2.474216264,2.187520721,729,Insect
Palicourea_acuminata,2.350248018,3.545430829,2.445604203,2.240549248,653,Insect
Palicourea_acuminata,2.414973348,3.549983611,2.499687083,2.303196057,41,Insect
Palicourea_acuminata,2.418301291,3.469527479,2.501059262,2.311753861,90,Insect
Palicourea_acuminata,2.397940009,3.284881715,2.5132176,2.255272505,317,Insect
Palicourea_acuminata,2.416640507,3.374565061,2.503790683,2.303196057,133,Insect
Palicourea_acuminata,2.383815366,3.461798558,2.481442629,2.278753601,600,Insect
Palicourea_acuminata,2.419955748,3.523876476,2.499687083,2.315970345,127,Insect
Palicourea_acuminata,2.45331834,3.284656283,2.539076099,2.334453751,11,Insect
Palicourea_acuminata,2.303196057,3.236537261,2.439332694,2.1430148,1467,Insect
Palicourea_acuminata,2.439332694,3.584896344,2.527629901,2.342422681,136,Insect
Palicourea_acuminata,2.419955748,3.621176282,2.51054501,2.31386722,393,Insect
Palicourea_acuminata,2.369215857,3.432969291,2.495544338,2.214843848,626,Insect
Palicourea_acuminata,2.421603927,3.370142847,2.501059262,2.340444115,89,Insect
Palicourea_acuminata,2.423245874,3.390051496,2.501059262,2.346352974,54,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.340444115,3.572174314,2.440909082,2.225309282,1209,Insect
Palicourea_acuminata,2.336459734,3.50731604,2.440909082,2.198657087,944,Insect
Palicourea_acuminata,2.209515015,3.374748346,2.334453751,2.033423755,2141,Insect
Palicourea_acuminata,2.36361198,3.409595019,2.45331834,2.264817823,677,Insect
Palicourea_acuminata,2.311753861,3.255513713,2.413299764,2.176091259,1311,Insect
Palicourea_acuminata,2.382017043,3.483872454,2.474216264,2.274157849,819,Insect
Palicourea_acuminata,2.378397901,3.486713776,2.469822016,2.269512944,864,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.413299764,3.558948446,2.499687083,2.301029996,30,Insect
Palicourea_acuminata,2.322219295,3.443888547,2.421603927,2.206825876,1070,Insect
Palicourea_acuminata,2.394451681,3.445136969,2.478566496,2.301029996,345,Insect
Palicourea_acuminata,2.399673721,3.412964272,2.491361694,2.311753861,424,Insect
Palicourea_acuminata,2.421603927,3.456973014,2.507855872,2.311753861,96,Insect
Palicourea_acuminata,2.419955748,3.454539985,2.50242712,2.311753861,90,Insect
Palicourea_acuminata,2.28780173,3.447158031,2.404833717,2.127104798,1350,Insect
Palicourea_acuminata,2.230448921,3.228143608,2.334453751,2.089905111,1904,Insect
Palicourea_acuminata,2.367355921,3.515078675,2.456366033,2.267171728,620,Insect
Palicourea_acuminata,2.382017043,3.486005186,2.46686762,2.28780173,458,Insect
Palicourea_acuminata,2.371067862,3.345569756,2.475671188,2.230448921,653,Insect
Palicourea_acuminata,2.357934847,3.528788192,2.462397998,2.225309282,794,Insect
Palicourea_acuminata,2.424881637,3.455453969,2.501059262,2.334453751,66,Insect
Palicourea_acuminata,2.344392274,3.587486465,2.44870632,2.209515015,933,Insect
Palicourea_acuminata,2.380211242,3.278524965,2.509202522,2.198657087,434,Insect
Palicourea_acuminata,2.380211242,3.278524965,2.509202522,2.198657087,434,Insect
Palicourea_acuminata,2.411619706,3.451479405,2.494154594,2.301029996,118,Insect
Palicourea_acuminata,2.385606274,3.467312063,2.475671188,2.281033367,470,Insect
Palicourea_acuminata,2.409933123,3.445604203,2.492760389,2.301029996,131,Insect
Palicourea_acuminata,2.413299764,3.349665984,2.496929648,2.324282455,131,Insect
Palicourea_acuminata,2.390935107,3.469380136,2.478566496,2.290034611,407,Insect
Palicourea_acuminata,2.387389826,3.385963571,2.517195898,2.209515015,329,Insect
Palicourea_acuminata,2.431363764,3.265525335,2.522444234,2.326335861,96,Insect
Palicourea_acuminata,2.411619706,3.445136969,2.492760389,2.305351369,107,Insect
Palicourea_acuminata,2.408239965,3.525433553,2.485721426,2.311753861,120,Insect
Palicourea_acuminata,2.409933123,3.445604203,2.492760389,2.301029996,131,Insect
Palicourea_acuminata,2.408239965,3.521661015,2.499687083,2.31386722,227,Insect
Palicourea_acuminata,2.380211242,3.431041945,2.474216264,2.255272505,318,Insect
Palicourea_acuminata,2.413299764,3.41313205,2.505149978,2.31386722,493,Insect
Palicourea_acuminata,2.380211242,3.278524965,2.509202522,2.198657087,434,Insect
Palicourea_acuminata,2.369215857,3.710117365,2.46834733,2.252853031,850,Insect
Palicourea_acuminata,2.385606274,3.467312063,2.475671188,2.281033367,470,Insect
Palicourea_acuminata,2.431363764,3.244524512,2.517195898,2.324282455,108,Insect
Palicourea_acuminata,2.322219295,3.366236124,2.42975228,2.193124598,1037,Insect
Palicourea_acuminata,2.276461804,2.873320602,2.411619706,2.075546961,1707,Insect
Palicourea_acuminata,2.283301229,3.257438567,2.40654018,2.123851641,1791,Insect
Palicourea_acuminata,2.365487985,3.619406411,2.474216264,2.250420002,887,Insect
Palicourea_acuminata,2.418301291,3.451479405,2.494154594,2.334453751,18,Insect
Palicourea_acuminata,2.411619706,3.483444648,2.489958479,2.31386722,97,Insect
Palicourea_acuminata,2.380211242,3.278524965,2.509202522,2.198657087,434,Insect
Palicourea_acuminata,2.459392488,3.634376494,2.544068044,2.371067862,64,Insect
Palicourea_acuminata,2.365487985,3.35755372,2.472756449,2.230448921,1084,Insect
Palicourea_acuminata,2.411619706,3.478854968,2.489958479,2.311753861,95,Insect
Palicourea_acuminata,2.416640507,3.467163966,2.517195898,2.31386722,313,Insect
Palicourea_acuminata,2.11058971,2.986771734,2.255272505,1.806179974,2565,Insect
Palicourea_acuminata,2.421603927,3.44357588,2.503790683,2.31386722,106,Insect
Palicourea_acuminata,2.421603927,3.437909036,2.51054501,2.318063335,238,Insect
Palicourea_acuminata,2.419955748,3.437116093,2.506505032,2.315970345,130,Insect
Palicourea_acuminata,2.383815366,3.291812687,2.485721426,2.255272505,358,Insect
Palicourea_acuminata,2.390935107,3.469380136,2.478566496,2.290034611,407,Insect
Palicourea_acuminata,2.376576957,3.589949601,2.515873844,2.178976947,336,Insect
Palicourea_acuminata,2.387389826,3.385963571,2.517195898,2.209515015,329,Insect
Palicourea_acuminata,2.396199347,3.227115083,2.50242712,2.252853031,207,Insect
Palicourea_acuminata,2.230448921,3.45484486,2.346352974,2.079181246,2105,Insect
Palicourea_acuminata,2.285557309,2.877946952,2.416640507,2.093421685,1640,Insect
Palicourea_acuminata,2.380211242,3.369401414,2.511883361,2.198657087,422,Insect
Palicourea_acuminata,2.359835482,3.441066407,2.50242712,2.176091259,645,Insect
Palicourea_acuminata,2.413299764,3.460145817,2.495544338,2.303196057,88,Insect
Palicourea_acuminata,2.322219295,3.366236124,2.42975228,2.193124598,1037,Insect
Palicourea_acuminata,2.423245874,3.234517284,2.522444234,2.285557309,163,Insect
Palicourea_acuminata,2.380211242,3.493597449,2.5132176,2.195899652,424,Insect
Palicourea_acuminata,2.413299764,3.308350949,2.501059262,2.322219295,133,Insect
Palicourea_acuminata,2.328379603,3.059184618,2.436162647,2.190331698,1358,Insect
Palicourea_acuminata,2.413299764,3.278982117,2.505149978,2.292256071,434,Insect
Palicourea_acuminata,2.403120521,3.592509848,2.51851394,2.269512944,224,Insect
Palicourea_acuminata,2.403120521,3.592509848,2.51851394,2.269512944,224,Insect
Palicourea_acuminata,2.408239965,3.494432899,2.51851394,2.285557309,182,Insect
Palicourea_acuminata,2.330413773,3.290924559,2.457881897,2.181843588,1290,Insect
Palicourea_acuminata,2.408239965,3.494432899,2.51851394,2.285557309,182,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.403120521,3.592509848,2.51851394,2.269512944,224,Insect
Palicourea_acuminata,2.404833717,3.544811912,2.515873844,2.274157849,252,Insect
Palicourea_acuminata,2.387389826,3.307282047,2.491361694,2.257678575,532,Insect
Palicourea_acuminata,2.396199347,3.01911629,2.498310554,2.269512944,442,Insect
Palicourea_acuminata,2.394451681,3.559308011,2.5132176,2.257678575,339,Insect
Palicourea_acuminata,2.421603927,3.911530462,2.495544338,2.340444115,58,Insect
Palicourea_acuminata,2.413299764,3.324282455,2.503790683,2.307496038,100,Insect
Palicourea_acuminata,2.385606274,3.490239485,2.50242712,2.255272505,533,Insect
Palicourea_acuminata,2.394451681,3.559308011,2.5132176,2.257678575,339,Insect
Palicourea_acuminata,2.181843588,3.337858429,2.303196057,2.017033339,2294,Insect
Palicourea_acuminata,2.414973348,3.388456453,2.494154594,2.301029996,8,Insect
Palicourea_acuminata,2.365487985,3.494850022,2.485721426,2.222716471,670,Insect
Palicourea_acuminata,2.399673721,3.565611725,2.515873844,2.26245109,283,Insect
Palicourea_acuminata,2.411619706,3.584331224,2.522444234,2.285557309,142,Insect
Palicourea_acuminata,2.394451681,3.559308011,2.5132176,2.257678575,339,Insect
Palicourea_acuminata,2.418301291,3.649042634,2.5289167,2.292256071,38,Insect
Palicourea_acuminata,2.416640507,3.452553063,2.503790683,2.311753861,199,Insect
Palicourea_acuminata,2.434568904,3.393048466,2.526339277,2.350248018,39,Insect
Palicourea_acuminata,2.344392274,3.400710637,2.44870632,2.201397124,741,Insect
Palicourea_acuminata,2.243038049,3.139249218,2.354108439,2.086359831,1848,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
Palicourea_acuminata,2.409933123,3.564902673,2.51851394,2.285557309,191,Insect
Palicourea_acuminata,2.409933123,3.578295305,2.50242712,2.318063335,64,Insect
Palicourea_acuminata,2.385606274,3.490239485,2.50242712,2.255272505,533,Insect
Palicourea_acuminata,2.423245874,3.556181847,2.526339277,2.303196057,41,Insect
Palicourea_acuminata,2.447158031,3.479863113,2.539076099,2.356025857,60,Insect
Palicourea_acuminata,2.411619706,3.611510887,2.519827994,2.285557309,182,Insect
